blind_proposal_id,coverage_status,closest_generated_id,confidence,reason_cn
judgment-0443,absent,audit-0080-g01,0.88,生成题 audit-0080-g01 询问：“[Single-Choice] Which statement best describes the state of the fishing rod the person is holding? [Options] A) It remains perfectly straight throughout the entire video. B) It is bent downwards and the degree of this bend fluctuates slightly. C) It is initially straight and then bends downwards. D) It is bent upwards towards the sky.”；参考题询问：“女子反复转动渔轮的直接目标是什么？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0444,partial,audit-0081-g01,0.72,"生成题 audit-0081-g01 询问：“[True/False] After being processed by the machine, the central section of the metal strip has been compressed, making it wider.”；参考题询问：“机器操作后金属条从直线变成什么形状？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0445,absent,audit-0081-g01,0.88,"生成题 audit-0081-g01 询问：“[True/False] After being processed by the machine, the central section of the metal strip has been compressed, making it wider.”；参考题询问：“金属条先插入机器还是先被弯曲？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0446,absent,audit-0081-g01,0.88,"生成题 audit-0081-g01 询问：“[True/False] After being processed by the machine, the central section of the metal strip has been compressed, making it wider.”；参考题询问：“弯曲后的金属条是否仍完整连续？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0447,partial,audit-0081-g01,0.72,"生成题 audit-0081-g01 询问：“[True/False] After being processed by the machine, the central section of the metal strip has been compressed, making it wider.”；参考题询问：“金属条经过工具后是否弯曲？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0448,absent,audit-0081-g01,0.88,"生成题 audit-0081-g01 询问：“[True/False] After being processed by the machine, the central section of the metal strip has been compressed, making it wider.”；参考题询问：“操作者先插入金属条还是先拉动手柄？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0449,partial,audit-0081-g01,0.72,"生成题 audit-0081-g01 询问：“[True/False] After being processed by the machine, the central section of the metal strip has been compressed, making it wider.”；参考题询问：“使用工具的直接目标是什么？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0450,absent,audit-0082-g01,0.88,"生成题 audit-0082-g01 询问：“[True/False] Judging by the speed at which the scenery begins to move past the car in the first five seconds, the driver is performing a cautious and slow acceleration.”；参考题询问：“车辆沿弯路行驶时驾驶员何时明显转动方向盘？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0451,absent,audit-0082-g01,0.88,"生成题 audit-0082-g01 询问：“[True/False] Judging by the speed at which the scenery begins to move past the car in the first five seconds, the driver is performing a cautious and slow acceleration.”；参考题询问：“前方道路弯向驾驶者哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0452,absent,audit-0082-g01,0.88,"生成题 audit-0082-g01 询问：“[True/False] Judging by the speed at which the scenery begins to move past the car in the first five seconds, the driver is performing a cautious and slow acceleration.”；参考题询问：“镜头先展示道路还是先转向驾驶员面部？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0453,absent,audit-0082-g01,0.88,"生成题 audit-0082-g01 询问：“[True/False] Judging by the speed at which the scenery begins to move past the car in the first five seconds, the driver is performing a cautious and slow acceleration.”；参考题询问：“车辆在弯路上是否改变朝向？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0454,absent,audit-0082-g01,0.88,"生成题 audit-0082-g01 询问：“[True/False] Judging by the speed at which the scenery begins to move past the car in the first five seconds, the driver is performing a cautious and slow acceleration.”；参考题询问：“道路从驾驶者视角向哪侧弯曲？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0455,absent,audit-0083-g01,0.88,生成题 audit-0083-g01 询问：“[True/False] The horse on the far right of the screen (with the jockey in the yellow shirt) maintains a path separate from the main cluster of horses for the entire duration of the clip.”；参考题询问：“赛马群中领先位置是否发生变化？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0456,partial,audit-0083-g01,0.72,生成题 audit-0083-g01 询问：“[True/False] The horse on the far right of the screen (with the jockey in the yellow shirt) maintains a path separate from the main cluster of horses for the entire duration of the clip.”；参考题询问：“马群通过终点区域前是否逐渐拉开距离？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0457,absent,audit-0083-g01,0.88,生成题 audit-0083-g01 询问：“[True/False] The horse on the far right of the screen (with the jockey in the yellow shirt) maintains a path separate from the main cluster of horses for the entire duration of the clip.”；参考题询问：“赛马群的领先位置是否发生变化？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
